ID,transaction_amount,account_tenure_years,num_prior_fraud_flags,country_risk_score,is_international,merchant_category,hour_of_day,channel,is_fraud,customer_age,device_trust_score,ethnicity,gender,country_of_origin,,,,
12777,105.644617,1.990147493,0,8,0,travel,9,mobile,1,58,0.856208334,Other,Female,Brazil,,,,
12778,330.8348089,2.761509709,0,8,1,travel,20,mobile,1,36,0.701724124,White,Female,China,,,,
12779,264.7499382,3.911633063,0,8,1,travel,8,web,1,19,0.543013105,Asian,Male,China,,,,
12780,9.708119869,2.329450078,0,6,0,grocery,19,branch,0,77,0.60187836,Other,Female,Brazil,,,,
12781,593.7283435,7.801136808,1,9,1,clothing,3,mobile,1,68,0.528261214,White,Female,UK,,,,
12782,187.785896,0.200566893,0,4,0,travel,21,mobile,0,19,0.971627511,Asian,Male,Nigeria,,,,
12783,190.4631279,2.826123401,0,5,0,luxury,6,web,0,32,0.816091452,White,Female,India,,,,
12784,99.89996533,2.408405043,0,4,0,travel,11,web,1,73,0.781277215,Asian,Female,Nigeria,,,,
12785,119.7243647,5.214636752,0,5,0,electronics,10,branch,0,38,0.517328987,Other,Other,UK,,,,
12786,186.2119149,16.94776499,0,2,0,electronics,21,branch,0,52,0.331809458,White,Female,Brazil,,,,
12787,254.2229162,3.570581587,0,5,1,clothing,14,web,1,22,0.019514094,White,Other,Nigeria,,,,
12788,212.1432447,21.666886,0,8,0,clothing,19,web,0,60,0.043430024,Other,Other,UK,,,,
12789,106.9182496,1.799467697,0,9,0,clothing,13,web,0,44,0.030237925,Asian,Other,Nigeria,,,,
12790,75.33469419,0.156772951,0,7,0,grocery,6,branch,0,41,0.980476767,Black,Other,China,,,,
12791,70.60670654,0.905590411,0,7,0,electronics,14,web,1,24,0.114482338,Black,Female,Brazil,,,,
12792,348.5998617,2.513666317,0,6,0,electronics,13,mobile,1,23,0.142118853,Asian,Other,India,,,,
12793,320.412592,1.901428259,0,2,0,clothing,10,branch,1,63,0.484149987,Asian,Other,China,,,,
12794,237.8250311,0.510463365,0,9,0,electronics,9,branch,1,78,0.481401167,Black,Other,China,,,,
12795,346.8868862,2.833983488,1,5,0,electronics,18,mobile,0,50,0.919973767,White,Female,France,,,,
12796,151.0233786,2.0633231,0,6,0,grocery,2,mobile,1,75,0.073532732,Other,Male,China,,,,
12797,301.6481846,0.654070983,0,1,1,luxury,11,branch,0,66,0.957239165,Black,Other,Brazil,,,,
12798,246.704419,1.755716577,0,5,0,clothing,12,branch,0,34,0.216390238,Asian,Other,Nigeria,,,,
12799,307.2983377,10.87694606,2,6,0,luxury,6,web,1,63,0.970153809,White,Male,India,,,,
12800,63.96396726,1.798030933,0,2,1,luxury,11,web,0,59,0.541324099,Asian,Female,France,,,,
12801,202.8402821,6.258038088,0,7,1,grocery,21,mobile,1,47,0.652012746,Black,Other,China,,,,
12802,125.3514766,4.73435643,0,4,0,electronics,1,mobile,0,25,0.315728773,Other,Female,UK,,,,
12803,12.99627649,2.785928885,1,5,0,clothing,0,mobile,1,57,0.611823951,Other,Other,India,,,,
12804,386.9494392,1.36577805,0,3,0,travel,5,mobile,1,63,0.71082978,White,Female,Brazil,,,,
12805,321.0279852,2.30236356,0,5,0,luxury,18,web,0,24,0.010370167,Other,Female,Nigeria,,,,
12806,216.1146372,4.483754586,0,4,0,luxury,5,branch,1,23,0.034228425,Black,Other,China,,,,
12807,79.70088231,2.1597119,1,6,0,grocery,12,web,1,21,0.986477012,Black,Other,France,,,,
12808,26.25958545,1.209698191,0,2,0,luxury,3,mobile,0,18,0.457557105,Black,Female,China,,,,
12809,12.71276894,0.619109125,0,3,0,luxury,13,web,1,32,0.935817525,White,Other,India,,,,
12810,104.9746242,10.59161618,0,1,1,luxury,15,mobile,1,48,0.729897617,Black,Male,France,,,,
12811,273.6098691,2.901887684,2,7,0,grocery,1,web,1,42,0.372968308,Other,Female,France,,,,
12812,126.4491236,4.90692466,0,9,0,electronics,8,branch,0,64,0.150842005,White,Male,India,,,,
12813,239.9318738,3.370747534,0,2,0,luxury,12,mobile,1,50,0.978151733,Black,Other,China,,,,
12814,248.5496798,10.30080382,0,7,1,clothing,20,web,1,69,0.584496257,Black,Male,Nigeria,,,,
12815,270.8107632,3.958596751,0,3,1,luxury,13,mobile,1,52,0.192356623,Asian,Male,China,,,,
12816,20.82490978,3.277151622,0,5,0,luxury,13,branch,0,72,0.68165298,Black,Female,UK,,,,
12817,86.43206827,12.9248057,0,6,0,clothing,4,mobile,0,22,0.09204851,White,Male,India,,,,
12818,236.7531236,6.359288521,0,8,0,grocery,1,branch,1,22,0.86803728,Asian,Other,UK,,,,
12819,444.1814461,0.591384017,0,4,0,travel,4,web,0,53,0.090137347,White,Female,France,,,,
12820,363.5063483,0.978277061,0,2,0,clothing,5,branch,1,34,0.236194358,Black,Other,France,,,,
12821,207.9613525,7.735200505,0,3,0,travel,1,mobile,0,70,0.091430805,Other,Other,Nigeria,,,,
12822,389.7284689,9.034913418,0,8,0,electronics,0,web,0,69,0.103787217,Asian,Male,India,,,,
12823,206.7891393,3.939386763,0,7,0,electronics,15,mobile,1,31,0.523834154,Asian,Other,China,,,,
12824,35.89233429,4.042287693,0,6,0,luxury,21,mobile,1,75,0.686989803,Asian,Male,India,,,,
12825,267.580119,4.997450956,1,5,0,luxury,8,web,1,46,0.788481783,White,Female,Brazil,,,,
12826,372.0233686,2.89120383,0,5,0,grocery,13,branch,1,25,0.69505529,Asian,Female,Nigeria,,,,
12827,537.5688383,5.700283689,0,1,1,travel,8,branch,0,51,0.363489812,Other,Male,India,,,,
12828,102.4410454,0.574144092,0,6,0,electronics,4,web,1,57,0.557287787,Other,Female,France,,,,
12829,57.51397405,16.25689725,0,9,0,electronics,14,web,1,18,0.927664074,Asian,Female,Nigeria,,,,
12830,302.2616078,6.934569241,0,8,0,luxury,9,mobile,0,46,0.387576616,White,Female,Brazil,,,,
12831,226.6133079,4.98715422,0,1,0,luxury,14,mobile,0,53,0.252404369,White,Female,Brazil,,,,
12832,211.9682044,1.901341579,0,6,0,grocery,16,web,0,68,0.519319356,White,Male,China,,,,
12833,393.4166877,0.877457598,0,3,0,luxury,2,web,0,54,0.297335212,Black,Male,France,,,,
12834,301.4413098,2.632598705,0,6,0,luxury,7,mobile,1,46,0.261817052,White,Other,China,,,,
12835,242.2302601,5.4172896,0,9,0,grocery,3,mobile,1,22,0.778803301,White,Other,India,,,,
12836,113.9377803,5.021646046,0,6,1,luxury,10,branch,1,70,0.890835857,Asian,Female,France,,,,
12837,284.6607838,2.411524139,0,8,1,luxury,18,web,1,49,0.502316683,Black,Male,Brazil,,,,
12838,55.12740555,4.750354478,0,6,1,luxury,13,mobile,1,77,0.779782882,Asian,Male,Nigeria,,,,
12839,206.3534714,8.403281352,0,6,1,travel,17,branch,1,69,0.187089426,White,Male,India,,,,
12840,162.3251908,0.133181961,0,7,0,electronics,20,mobile,1,41,0.547643013,White,Other,France,,,,
12841,33.92368848,2.994834084,0,4,0,clothing,1,web,0,36,0.636199943,Asian,Female,China,,,,
12842,227.0919748,7.105572607,0,8,1,electronics,8,branch,1,29,0.490664168,Black,Male,India,,,,
12843,102.6367421,3.949881742,0,4,0,travel,9,mobile,0,69,0.116880216,Black,Other,Nigeria,,,,
12844,223.104596,5.270242184,0,7,0,clothing,12,web,1,18,0.734100232,Asian,Male,Brazil,,,,
12845,71.09069184,3.635344275,2,1,0,electronics,18,web,1,24,0.839078177,White,Male,France,,,,
12846,303.5349756,24.06376757,0,9,0,grocery,3,web,1,34,0.635226255,Black,Other,Brazil,,,,
12847,490.5411229,0.280849706,0,9,0,travel,15,web,1,51,0.169161002,Black,Other,China,,,,
12848,55.14800254,3.376976624,0,7,0,grocery,11,branch,0,60,0.07455244,Other,Male,China,,,,
12849,71.00224959,0.479342698,0,8,0,grocery,15,mobile,1,24,0.301603908,Asian,Female,France,,,,
12850,45.93660193,0.870490683,0,2,0,electronics,16,mobile,0,34,0.036990112,Black,Female,India,,,,
12851,140.5300024,2.414742066,0,7,1,clothing,15,web,1,76,0.83921901,Other,Other,UK,,,,
12852,220.6026579,0.845290088,0,1,0,luxury,6,mobile,0,20,0.70306044,Other,Male,France,,,,
12853,272.6424481,16.57792023,0,3,0,luxury,1,web,0,46,0.563688661,Other,Other,France,,,,
12854,203.3631818,14.66752367,0,6,0,travel,8,mobile,1,39,0.889632503,White,Male,Brazil,,,,
12855,266.8217071,2.048191365,0,5,0,grocery,11,mobile,1,55,0.1100935,Asian,Male,UK,,,,
12856,157.8502806,5.104753465,0,5,0,travel,12,mobile,0,71,0.71445975,Black,Male,China,,,,
12857,101.5945032,3.81520215,0,9,1,electronics,13,branch,1,60,0.146632207,Other,Other,UK,,,,
12858,72.71020808,8.452886829,1,6,0,grocery,11,web,1,46,0.060925427,White,Other,UK,,,,
12859,144.7365693,4.93686119,1,3,0,luxury,2,branch,1,67,0.132904507,White,Other,UK,,,,
12860,74.41541156,0.001262432,0,2,0,electronics,21,mobile,1,67,0.950940091,Asian,Other,Nigeria,,,,
12861,215.8033871,7.202156065,0,9,0,electronics,20,branch,0,71,0.440433385,Asian,Female,India,,,,
12862,75.5509444,6.868828296,0,4,0,travel,15,branch,0,59,0.048995696,White,Male,France,,,,
12863,111.2999239,3.563920705,0,5,0,travel,17,branch,0,22,0.583634648,White,Other,India,,,,
12864,347.3928746,11.66104661,0,9,0,clothing,2,mobile,1,47,0.199714066,Other,Male,China,,,,
12865,370.1591678,11.95414282,0,5,0,luxury,21,branch,1,40,0.00683641,Other,Female,India,,,,
12866,362.3397208,3.710759444,0,7,0,luxury,8,mobile,1,72,0.758385794,Black,Other,India,,,,
12867,159.9041894,4.682317086,0,2,0,travel,14,web,0,38,0.154863079,Other,Female,India,,,,
12868,105.1747166,28.30659272,0,2,0,luxury,7,mobile,0,73,0.942486472,Other,Other,Nigeria,,,,
12869,240.045225,1.774954919,0,4,0,luxury,9,mobile,1,43,0.592799869,Other,Male,Brazil,,,,
12870,77.03515597,1.962378502,0,8,1,electronics,20,mobile,1,71,0.086995823,Black,Female,Nigeria,,,,
12871,282.0667066,1.009197407,0,2,0,grocery,21,web,0,64,0.217824429,Black,Female,France,,,,
12872,97.16147851,11.31042883,0,7,0,grocery,2,web,0,38,0.610844637,Black,Other,UK,,,,
12873,139.977825,6.822437149,0,1,0,clothing,4,mobile,0,37,0.338112728,Black,Male,Brazil,,,,
12874,286.4498112,0.558250428,0,9,0,grocery,5,mobile,1,40,0.532143051,Other,Male,France,,,,
12875,24.78441694,20.02270701,0,6,0,luxury,13,web,1,21,0.799512047,Asian,Male,China,,,,
12876,100.8025102,6.564507803,0,1,0,electronics,18,web,0,38,0.792601508,Black,Male,UK,,,,
12877,219.1749446,9.503033937,0,6,0,grocery,17,mobile,1,38,0.697986804,Black,Other,Nigeria,,,,
12878,254.0544054,0.246743244,0,5,0,luxury,6,web,0,18,0.886054306,Black,Female,India,,,,
12879,225.4853566,3.515592839,0,5,0,luxury,3,mobile,1,32,0.199360692,Other,Other,France,,,,
12880,138.5801007,5.996556542,0,5,0,travel,2,mobile,1,34,0.177241489,White,Male,China,,,,
12881,306.6495066,3.914775061,0,4,0,travel,12,mobile,1,68,0.799349516,Other,Female,India,,,,
12882,70.46431727,5.492773437,0,7,0,grocery,3,web,0,31,0.320889346,Black,Female,India,,,,
12883,67.63453547,8.515284365,0,9,0,travel,8,web,0,76,0.512182413,Other,Male,India,,,,
12884,217.6216377,2.344717461,0,4,0,luxury,5,web,1,36,0.743952149,Asian,Other,Brazil,,,,
12885,63.16614428,9.441418224,0,2,0,luxury,10,mobile,0,67,0.395932359,Other,Other,UK,,,,
12886,501.6709248,0.889154901,1,2,1,travel,8,mobile,1,77,0.1301623,White,Male,India,,,,
12887,103.3185652,1.57962628,1,2,0,electronics,8,branch,0,51,0.679457202,White,Female,China,,,,
12888,302.7205658,0.221565511,0,7,1,travel,21,mobile,1,23,0.817159387,Black,Female,France,,,,
12889,53.01484937,2.26614014,0,4,0,electronics,20,mobile,0,62,0.012797284,White,Other,Brazil,,,,
12890,433.2069547,2.389449581,0,4,1,travel,18,branch,1,66,0.562552116,Black,Female,UK,,,,
12891,168.5000104,8.180721811,0,1,0,luxury,0,mobile,0,23,0.469405092,Other,Male,France,,,,
12892,100.9185457,5.294035707,0,4,0,luxury,3,mobile,0,70,0.259596007,Other,Female,Brazil,,,,
12893,130.9492961,2.869914902,0,6,0,travel,0,web,1,71,0.161028567,Black,Other,Brazil,,,,
12894,87.43570279,5.279401888,0,2,1,clothing,12,branch,0,22,0.188037311,Black,Other,China,,,,
12895,139.6711713,0.271137187,0,4,0,electronics,15,web,0,24,0.724973184,Other,Male,China,,,,
12896,56.21882779,0.993910675,0,7,0,clothing,11,branch,1,50,0.536195134,Asian,Other,UK,,,,
12897,103.7175894,4.930185354,0,9,1,luxury,0,mobile,1,30,0.981154381,White,Male,China,,,,
12898,298.7308058,5.127275967,0,2,0,electronics,14,branch,0,68,0.243230798,White,Female,India,,,,
12899,195.1980968,7.439081461,1,8,0,travel,21,web,1,71,0.956904177,White,Female,France,,,,
12900,69.1362956,2.57918881,0,6,0,electronics,4,mobile,1,18,0.515109559,White,Female,Nigeria,,,,
12901,143.5245015,6.410646538,0,8,0,electronics,22,web,1,30,0.146026378,Other,Male,India,,,,
12902,373.020055,5.759754143,1,2,0,grocery,0,branch,1,60,0.148179043,White,Other,Nigeria,,,,
12903,114.0894238,16.53763068,0,1,0,electronics,16,branch,0,44,0.60856799,Other,Male,France,,,,
12904,62.51588636,1.211187342,0,7,0,luxury,7,branch,0,24,0.831422747,Black,Female,China,,,,
12905,247.5232901,4.011235214,0,9,0,clothing,21,web,1,69,0.747711525,Other,Female,Nigeria,,,,
12906,14.12993913,4.603557974,0,9,0,clothing,7,mobile,1,20,0.655627343,Black,Female,Nigeria,,,,
12907,133.342216,33.03042599,0,2,0,travel,21,mobile,0,75,0.172108062,Black,Female,UK,,,,
12908,395.1258548,1.123124128,0,4,0,grocery,21,web,0,42,0.108340006,Asian,Female,UK,,,,
12909,140.3120191,3.703479788,1,1,0,clothing,14,web,0,50,0.000248024,Asian,Male,China,,,,
12910,319.35367,2.124656564,1,7,0,clothing,22,web,1,57,0.101793861,Asian,Female,UK,,,,
12911,61.69368157,3.73161089,0,2,0,electronics,11,mobile,0,34,0.766366607,Asian,Male,Nigeria,,,,
12912,136.0154448,1.320665053,0,4,1,luxury,15,branch,0,62,0.895248416,White,Male,China,,,,
12913,125.9594087,0.243915808,0,2,0,luxury,17,web,1,31,0.240350459,Asian,Female,Nigeria,,,,
12914,238.1441379,4.249770554,0,1,0,travel,2,web,0,54,0.79489424,White,Female,Brazil,,,,
12915,175.5788789,2.046268749,0,7,0,luxury,3,branch,1,75,0.198848766,White,Female,Brazil,,,,
12916,430.7289915,1.004106545,0,6,0,clothing,14,mobile,0,73,0.249271683,White,Male,UK,,,,
12917,108.8844496,1.957334455,0,2,1,electronics,13,web,0,71,0.224158094,Black,Other,Brazil,,,,
12918,173.9831964,0.252679493,0,4,1,luxury,0,web,0,40,0.051729909,Black,Male,India,,,,
12919,129.8019814,15.02308151,0,3,0,grocery,19,web,0,76,0.194061268,White,Female,Brazil,,,,
12920,164.5314643,4.351187202,0,3,0,grocery,16,branch,0,41,0.373543345,Asian,Male,Brazil,,,,
12921,153.3753781,8.430749319,0,3,0,grocery,16,branch,0,46,0.405469715,White,Other,India,,,,
12922,76.35372736,2.750589409,0,4,0,luxury,21,branch,1,55,0.309466414,Black,Other,India,,,,
12923,287.4796932,11.68146785,0,1,1,electronics,17,branch,0,76,0.514725286,Asian,Other,France,,,,
12924,94.51893129,3.301640548,0,1,0,luxury,0,mobile,0,71,0.377998232,Black,Male,Nigeria,,,,
12925,88.81918827,4.265937947,0,7,0,clothing,1,branch,0,44,0.970364646,Asian,Other,Nigeria,,,,
12926,36.19816312,3.384341813,0,5,0,luxury,22,web,1,55,0.807350454,Black,Other,China,,,,
12927,106.2876825,6.607747354,0,3,0,grocery,15,web,0,70,0.930977346,White,Male,UK,,,,
12928,93.45783413,4.181117941,0,9,0,grocery,13,web,0,57,0.557426946,Other,Female,China,,,,
12929,18.3314252,1.584517267,0,5,0,electronics,19,web,0,62,0.678339629,Other,Other,France,,,,
12930,139.1989481,0.7864252,0,3,0,travel,22,mobile,0,67,0.166676375,Black,Male,China,,,,
12931,417.9903939,4.658600637,0,9,0,grocery,22,mobile,0,40,0.752785757,Asian,Other,France,,,,
12932,43.77207344,3.35868963,0,1,1,grocery,19,mobile,1,48,0.235971111,Black,Male,France,,,,
12933,162.2458735,0.504495174,0,9,0,travel,17,mobile,1,53,0.145832928,Other,Female,France,,,,
12934,136.5867403,2.517739734,1,5,0,luxury,8,mobile,1,34,0.041859349,Asian,Male,Brazil,,,,
12935,261.3561427,3.615727543,0,6,0,grocery,13,mobile,0,78,0.47223025,Black,Male,France,,,,
12936,274.9732687,8.769233647,0,2,0,electronics,12,branch,0,54,0.28678926,Other,Other,China,,,,
12937,628.3658536,0.395762906,0,8,1,luxury,13,mobile,1,20,0.986727173,Black,Male,UK,,,,
12938,200.4972487,2.142353712,0,3,0,luxury,18,mobile,0,53,0.249834302,White,Female,Nigeria,,,,
12939,83.06640903,8.648323108,0,1,0,grocery,16,web,0,72,0.86654328,Asian,Male,France,,,,
12940,103.794604,5.226645904,0,7,0,luxury,7,web,0,22,0.316438769,Asian,Male,China,,,,
12941,112.9243218,1.712158045,0,3,0,luxury,3,mobile,0,63,0.749126852,White,Male,Nigeria,,,,
12942,96.7944299,9.332472901,0,4,0,electronics,8,branch,0,32,0.65984131,Other,Female,India,,,,
12943,487.3596703,3.399117487,0,5,0,luxury,23,branch,1,69,0.561783555,Black,Female,UK,,,,
12944,265.8587534,3.449281919,0,1,0,grocery,10,branch,0,66,0.416824943,Other,Male,India,,,,
12945,236.6741607,18.77239172,0,9,0,grocery,6,branch,1,23,0.671105013,Asian,Male,China,,,,
12946,64.19147326,14.6983198,0,7,0,travel,14,mobile,0,76,0.40727835,Other,Male,France,,,,
12947,273.0542389,2.219985223,0,2,0,clothing,17,branch,1,27,0.548100234,Asian,Other,Brazil,,,,
12948,354.0708704,0.75748261,0,1,0,travel,19,mobile,1,71,0.589801737,Asian,Female,China,,,,
12949,138.5536796,1.970154139,0,2,0,electronics,4,mobile,0,49,0.26735522,White,Male,Brazil,,,,
12950,102.7770871,0.154787691,0,3,0,electronics,15,mobile,1,40,0.339736477,White,Male,China,,,,
12951,437.8401732,0.104932862,0,3,0,grocery,20,mobile,0,65,0.018050064,Asian,Female,UK,,,,
12952,91.69011008,2.516951144,0,8,0,clothing,11,mobile,0,34,0.852158993,Black,Other,France,,,,
12953,83.56595302,14.15276935,0,5,0,travel,16,web,0,63,0.755983144,Black,Male,France,,,,
12954,71.64115524,10.25358403,0,9,0,clothing,14,mobile,1,37,0.183530453,White,Female,France,,,,
12955,156.2146386,3.581493953,0,3,0,grocery,20,mobile,0,61,0.36204845,Black,Other,France,,,,
12956,200.0606719,4.164648999,0,6,0,luxury,18,mobile,1,58,0.421069483,White,Female,China,,,,
12957,322.1157569,0.029755849,0,4,1,grocery,23,web,1,32,0.334378692,Asian,Female,UK,,,,
12958,244.3625975,1.213550901,0,8,0,grocery,6,web,0,61,0.798242807,Asian,Male,UK,,,,
12959,241.5839794,0.125430851,0,1,0,clothing,20,mobile,0,63,0.725420706,Asian,Female,UK,,,,
12960,390.8482372,7.02309687,0,4,0,electronics,11,branch,0,75,0.76715873,White,Male,China,,,,
12961,68.53973311,0.787047062,0,7,0,luxury,16,mobile,0,39,0.904130051,Black,Other,Brazil,,,,
12962,41.05242533,10.16458791,1,9,0,luxury,6,branch,1,67,0.595151256,Asian,Male,France,,,,
12963,252.8677522,5.154641759,0,1,0,electronics,10,branch,0,69,0.614534329,Other,Female,China,,,,
12964,150.6024687,1.303050417,0,8,0,clothing,0,mobile,1,23,0.72193412,Black,Female,India,,,,
12965,322.9102313,0.858215775,0,2,0,clothing,16,branch,0,21,0.681232595,Black,Female,Nigeria,,,,
12966,161.7148473,4.939265324,0,4,0,electronics,21,web,1,75,0.869813018,White,Male,UK,,,,
12967,99.81936274,11.5549506,0,4,1,travel,6,mobile,0,40,0.770198206,White,Other,UK,,,,
12968,255.4618929,6.335631983,1,8,0,clothing,1,web,1,61,0.120458616,Black,Other,China,,,,
12969,177.3814123,2.142747457,0,2,1,electronics,10,web,1,62,0.928358615,Black,Female,Brazil,,,,
12970,161.8223976,4.426184599,1,7,1,travel,15,mobile,1,36,0.68309929,Asian,Male,Brazil,,,,
12971,704.2338798,1.860840987,0,3,0,grocery,14,mobile,0,71,0.127145926,Asian,Female,Nigeria,,,,
12972,371.0671868,35.34882333,1,9,1,luxury,7,mobile,1,62,0.771973736,Other,Male,Brazil,,,,
12973,278.4826396,6.908309308,0,5,0,electronics,14,web,1,48,0.35841253,Asian,Other,China,,,,
12974,181.5205199,4.764535513,0,8,1,clothing,6,mobile,1,61,0.805977912,Black,Male,UK,,,,
12975,170.072627,2.751811171,0,5,0,luxury,4,web,0,69,0.955405943,White,Male,France,,,,
12976,130.4681373,4.813667077,0,1,0,travel,7,branch,0,20,0.255242036,Other,Female,France,,,,
12977,195.3603393,2.089835131,1,9,0,luxury,1,mobile,1,45,0.857411046,Black,Male,Brazil,,,,
12978,111.2239241,0.146448116,0,7,0,electronics,5,web,1,20,0.77356137,Other,Other,Nigeria,,,,
12979,55.47139254,2.513365748,1,4,0,grocery,3,mobile,0,31,0.6711849,Other,Other,France,,,,
12980,160.3097447,13.33076294,0,7,0,travel,6,web,1,35,0.384920545,Other,Other,UK,,,,
12981,207.1201458,4.92152436,0,5,1,travel,5,web,1,44,0.109862095,Asian,Female,France,,,,
12982,323.4262244,0.438452782,2,9,0,travel,21,branch,1,68,0.483896828,Asian,Male,Nigeria,,,,
12983,83.99485691,10.81383808,0,2,0,luxury,4,mobile,1,78,0.10566663,White,Male,Brazil,,,,
12984,171.0957575,1.565853146,0,4,0,grocery,4,web,0,77,0.500147227,Black,Female,India,,,,
12985,243.0276571,1.39704523,0,6,0,electronics,17,mobile,0,79,0.820293271,Other,Other,China,,,,
12986,239.2185659,1.762638982,1,5,0,electronics,10,web,1,27,0.997638134,Asian,Other,France,,,,
12987,471.4295354,4.304306569,0,1,0,luxury,22,branch,0,66,0.198008711,White,Female,UK,,,,
12988,132.5039696,3.93386293,0,9,0,electronics,22,web,0,32,0.207858042,Asian,Female,Nigeria,,,,
12989,77.82603737,3.380602352,0,9,0,electronics,7,web,0,36,0.810883332,White,Other,France,,,,
12990,179.6159079,6.321036136,0,3,0,grocery,19,mobile,1,26,0.469058632,Black,Other,India,,,,
12991,138.0275247,1.902919137,0,4,0,luxury,10,branch,1,21,0.915804596,Other,Male,Brazil,,,,
12992,119.4632739,7.617781153,1,4,1,luxury,18,web,1,32,0.768996238,White,Other,France,,,,
12993,106.7233209,0.963809409,0,8,1,travel,18,mobile,1,68,0.736427765,Other,Other,Nigeria,,,,
12994,207.7212193,7.630559674,0,6,0,electronics,1,web,0,65,0.101953709,Black,Male,France,,,,
12995,94.67529208,5.450395579,0,2,0,clothing,9,mobile,0,25,0.035875565,Black,Female,Brazil,,,,
12996,278.3148116,5.747554245,0,4,0,grocery,6,branch,0,66,0.31676282,Asian,Male,Nigeria,,,,
12997,269.3350478,3.284591202,0,1,0,grocery,11,branch,0,70,0.217298361,Black,Male,China,,,,
12998,221.3500166,5.498086958,0,3,1,clothing,1,mobile,0,18,0.712308886,Other,Other,India,,,,
12999,68.42824113,0.415805159,0,4,0,travel,6,branch,0,24,0.450733724,Asian,Female,UK,,,,
13000,201.003593,9.537573013,0,8,0,clothing,18,mobile,0,70,0.523146375,Other,Other,China,,,,
13001,338.015914,0.285748011,0,3,0,clothing,0,mobile,0,48,0.813741483,Asian,Female,Brazil,,,,
13002,292.1290149,0.805197239,0,5,1,travel,10,branch,1,35,0.478504682,Other,Male,France,,,,
13003,264.6763945,4.299430402,0,1,0,clothing,7,branch,0,29,0.544926321,Black,Female,India,,,,
13004,169.1813157,6.724062866,0,4,0,travel,7,mobile,0,65,0.842320266,White,Other,Nigeria,,,,
13005,163.5577548,0.396577501,0,2,0,electronics,13,mobile,1,47,0.431335809,Black,Female,China,,,,
13006,375.0866158,12.67667406,0,4,0,travel,12,branch,1,50,0.083126708,Other,Female,Nigeria,,,,
13007,205.3548593,18.17340519,0,5,0,luxury,9,branch,0,76,0.52170521,Black,Female,Nigeria,,,,
13008,207.2121284,4.656389566,0,3,0,luxury,16,mobile,0,64,0.579361684,White,Other,France,,,,
13009,835.4084975,3.281602957,0,6,0,clothing,5,mobile,1,24,0.511796804,Other,Male,China,,,,
13010,130.2438802,6.762266854,0,2,1,luxury,19,mobile,1,45,0.258049517,Other,Male,Brazil,,,,
13011,16.25295618,1.990144271,0,5,1,travel,20,branch,1,66,0.223690068,Asian,Female,China,,,,
13012,145.6385248,3.398829889,0,4,0,electronics,13,web,0,20,0.369756372,Asian,Female,India,,,,
13013,152.30036,12.39369018,1,5,1,travel,23,mobile,1,60,0.166228739,Black,Female,Nigeria,,,,
13014,203.1644255,15.57882453,0,9,1,grocery,7,web,0,23,0.666023679,White,Male,UK,,,,
13015,237.6417395,13.09121541,1,6,0,clothing,6,branch,1,48,0.614674901,White,Other,Brazil,,,,
13016,20.42038928,1.522093878,0,7,0,electronics,4,web,0,55,0.632395616,White,Female,India,,,,
13017,241.0656154,1.322882309,0,8,1,clothing,5,web,1,32,0.224797493,White,Female,India,,,,
13018,159.3662221,1.766720387,0,9,0,grocery,7,mobile,0,24,0.246529014,Other,Female,Nigeria,,,,
13019,134.9953641,2.910812562,0,5,0,luxury,20,web,0,60,0.787390259,Black,Male,UK,,,,
13020,33.87287763,1.885608615,0,8,0,grocery,2,branch,1,47,0.690111773,Other,Male,Nigeria,,,,
13021,427.1795371,2.343724475,0,2,0,luxury,8,mobile,0,44,0.875179849,Black,Other,Brazil,,,,
13022,118.1703643,4.846308112,1,9,0,clothing,9,web,1,34,0.403505718,Asian,Female,France,,,,
13023,267.1200554,7.188478877,0,2,0,clothing,0,web,0,72,0.547327832,White,Female,Brazil,,,,
13024,82.9310866,6.650670416,0,5,0,clothing,6,web,0,35,0.738777706,Black,Male,UK,,,,
13025,209.5768161,8.421442222,0,6,0,travel,19,web,1,39,0.974154969,Other,Male,France,,,,
13026,136.684381,0.163568545,0,4,0,electronics,5,mobile,0,78,0.989631813,Other,Female,China,,,,
13027,261.529155,0.244553253,0,8,0,travel,12,mobile,0,73,0.999175412,Other,Female,China,,,,
13028,133.1239099,7.788568871,0,3,1,grocery,6,mobile,0,78,0.890526483,Other,Female,India,,,,
13029,79.59442533,3.8079741,0,5,1,electronics,7,branch,0,70,0.639650819,Black,Male,Nigeria,,,,
13030,164.853116,4.315416853,0,2,0,clothing,20,branch,0,43,0.006970951,White,Female,China,,,,
13031,158.7089372,0.270100096,0,3,0,clothing,4,mobile,0,68,0.699543763,Other,Other,Brazil,,,,
13032,199.7908214,1.473961795,1,8,1,clothing,11,mobile,1,44,0.238599516,White,Male,Nigeria,,,,
13033,316.5796715,5.085451446,0,5,0,luxury,5,branch,0,57,0.057167147,Asian,Other,Brazil,,,,
13034,64.49842321,9.801431111,0,3,0,grocery,22,web,0,41,0.697184429,White,Other,Nigeria,,,,
13035,305.8647482,12.44357329,2,5,1,travel,14,mobile,1,69,0.756010927,Asian,Male,China,,,,
13036,55.63443037,3.469932622,0,9,0,grocery,20,mobile,0,25,0.65943312,Asian,Female,France,,,,
13037,254.6604936,3.942503367,0,3,0,luxury,20,web,1,38,0.365169784,White,Other,Nigeria,,,,
